user_id,rating,book_id
9.78006E+12,5242,60572000
9.78006E+12,97105,60572965
9.78006E+12,53112,60572973
9.78006E+12,126108,60574216
9.78006E+12,1296,60575816
9.78006E+12,1901,60577045
9.78006E+12,502,006057786X
9.78006E+12,481,60578114
9.78006E+12,204,60578122
9.78006E+12,64,006058033X
9.78006E+12,600,60582502
9.78006E+12,28414,60584025
9.78006E+12,21885,60584033
9.78006E+12,105317,60584750
9.78006E+12,401,60586540
9.78006E+12,280,60587032
9.78006E+12,114826,60589280
9.78006E+12,157734,60589469
9.78006E+12,410,60590157
9.78006E+12,88016,60590270
9.78006E+12,29981,60593083
9.78006E+12,300,60593245
9.78006E+12,3519,60593636
9.78006E+12,11794,60594527
9.78006E+12,27716,60595183
9.78006E+12,10334,60598808
9.78006E+12,11223,60598840
9.78006E+12,9839,60598859
9.78006E+12,9470,60598891
9.78006E+12,2181,60598964
9.78006E+12,1662,60598972
9.78006E+12,3998,60609176
9.78006E+12,2875,60609192
9.78006E+12,6658,006062213X
9.78006E+12,5319,006064589X
9.78006E+12,255,60652853
9.78006E+12,116735,60652896
9.78006E+12,7316,60652926
9.78006E+12,15,60654856
9.78006E+12,30018,60725141
9.78006E+12,16485,60727535
9.78006E+12,112,60727632
9.78006E+12,42264,60730552
9.78006E+12,343,60731303
9.78006E+12,37,60732709
9.78006E+12,18790,60733357
9.78006E+12,1764,60734019
9.78006E+12,36255,60735422
9.78006E+12,26949,60735449
9.78006E+12,28420,60735457
9.78006E+12,12771,60736259
9.78006E+12,30,60737042
9.78006E+12,33009,60739428
9.78006E+12,2747,60745908
9.78006E+12,51493,60747226
9.78006E+12,4966,60747471
9.78006E+12,4458,006074748X
9.78006E+12,31501,60751649
9.78006E+12,3203,60753102
9.78006E+12,7699,60753633
9.78006E+12,198,60754001
9.78006E+12,1106,60758767
9.78006E+12,10983,60760257
9.78006E+12,6408,60760443
9.78006E+12,3,60760826
9.78006E+12,517,60761539
9.78006E+12,2414,60763728
9.78006E+12,3099,60765313
9.78006E+12,1099,60765453
9.78006E+12,615,60765488
9.78006E+12,92,60766743
9.78006E+12,34478,60773758
9.78006E+12,264013,60775858
9.78006E+12,123044,60776099
9.78006E+12,13455,60777109
9.78006E+12,1316,60777338
9.78006E+12,322,60778016
9.78006E+12,20,60782137
9.78006E+12,2354,60786736
9.78006E+12,1569,60787031
9.78006E+12,46881,60788194
9.78006E+12,47314,60788380
9.78006E+12,21338,60790598
9.78006E+12,1754,60792175
9.78006E+12,9378,60792787
9.78006E+12,8974,60792809
9.78006E+12,30,60793198
9.78006E+12,200,60815523
9.78006E+12,9725,60815914
9.78006E+12,9413,60815922
9.78006E+12,3425,60816228
9.78006E+12,140,60819227
9.78006E+12,4857,60823720
9.78006E+12,1859,60833173
9.78006E+12,1505,60833181
9.78006E+12,89,60834005
9.78006E+12,898,006083482X
9.78006E+12,34,60837160
9.78006E+12,1460,60837330
9.78006E+12,516,60837551
9.78006E+12,14491,60838590
9.78006E+12,81384,60839783
9.78006E+12,99,60840889
9.78006E+12,1351,60841869
9.78006E+12,152,60844094
9.78006E+12,56,60845244
9.78006E+12,126,60845309
9.78006E+12,3676,60846739
9.78006E+12,12332,60850523
9.78006E+12,59613,60851988
9.78006E+12,86130,60852550
9.78006E+12,373135,60853980
9.78006E+12,10467,006085409X
9.78006E+12,2744,60854944
9.78006E+12,2079,60872799
9.78006E+12,57257,60872985
9.78006E+12,19183,60880120
9.78006E+12,41,60882603
9.78006E+12,57,60882816
9.78006E+12,11872,60882867
9.78006E+12,159,60884053
9.78006E+12,193862,60885378
9.78006E+12,44132,60885386
9.78006E+12,66192,60885424
9.78006E+12,70683,60885432
9.78006E+12,27390,60885459
9.78006E+12,814,60887966
9.78006E+12,162,60889446
9.78006E+12,27412,60891564
9.78006E+12,20077,60894083
9.78006E+12,1930,60898658
9.78006E+12,168706,60899220
9.78006E+12,709,60906820
9.78006E+12,54061,006091307X
9.78006E+12,7086,60915188
9.78006E+12,4046,60915412
9.78006E+12,3562,60915439
9.78006E+12,2288,60916095
9.78006E+12,7128,006091646X
9.78006E+12,1380,60916494
9.78006E+12,1619,60916516
9.78006E+12,650,60916818
9.78006E+12,11177,60919884
9.78006E+12,43779,60920084
9.78006E+12,550,60920645
9.78006E+12,720,60921080
9.78006E+12,735,60921714
9.78006E+12,215,60922559
9.78006E+12,7102,60924985
9.78006E+12,4122,60925752
9.78006E+12,612,60925817
9.78006E+12,556,60926961
9.78006E+12,148,60927194
9.78006E+12,1247,60927518
9.78006E+12,912,60927542
9.78006E+12,9454,60928417
9.78006E+12,5282,60929596
9.78006E+12,1890,006092960X
9.78006E+12,1173739,60929871
9.78006E+12,3922,60930055
9.78006E+12,749,60930136
9.78006E+12,1364,60930217
9.78006E+12,13065,60930314
9.78006E+12,5449,60930535
9.78006E+12,3489,60930861
9.78006E+12,836,60931361
9.78006E+12,2132,60931671
9.78006E+12,10159,60931809
9.78006E+12,1100,60931957
9.78006E+12,822,006093266X
9.78006E+12,6132,60932686
9.78006E+12,57,60933526
9.78006E+12,2310,60934433
9.78006E+12,312,60934549
9.78006E+12,2428,60934913
9.78006E+12,184,60935553
9.78006E+12,756,60936193
9.78006E+12,66,60936509
9.78006E+12,2215,60936649
9.78006E+12,12,60936665
9.78006E+12,8663,60938102
9.78006E+12,302,60954833
9.78006E+12,2746,60955422
9.78006E+12,5559,60956860
9.78006E+12,622,60957263
9.78006E+12,1939,60957352
9.78006E+12,219,60957603
9.78006E+12,14293,60958332
9.78006E+12,85440,60959037
9.78006E+12,953,60964049
9.78006E+12,321,60973331
9.78006E+12,5,60974362
9.78006E+12,3242,60974680
9.78006E+12,15021,60974990
9.78006E+12,1383,60975008
9.78006E+12,709,60975091
9.78006E+12,457,60975946
9.78006E+12,1463,60976098
9.78006E+12,566,60976101
9.78006E+12,366,006097611X
9.78006E+12,2651,60976721
9.78006E+12,517,60977086
9.78006E+12,6549,60977493
9.78006E+12,332,60977663
9.78006E+12,15469,60987324
9.78006E+12,21524,60987464
9.78006E+12,53017,60987529
9.78006E+12,26377,60989157
9.78006E+12,9792,60997028
9.78006E+12,638,61015628
9.78006E+12,1334,61020095
9.78006E+12,2010,61020575
9.78006E+12,86465,61020702
9.78006E+12,1523,61030651
9.78006E+12,47,61052396
9.78006E+12,43988,61053562
9.78006E+12,3575,006105366X
9.78006E+12,518,61054674
9.78006E+12,59,61054682
9.78006E+12,2391,61054909
9.78006E+12,1855,61056006
9.78006E+12,696,61059471
9.78006E+12,3603,006109398X
9.78006E+12,2660,61093998
9.78006E+12,2538,61094153
9.78006E+12,2218,61094226
9.78006E+12,6000,61094234
9.78006E+12,1671,61096857
9.78006E+12,209110,61120065
9.78006E+12,326733,61120073
9.78006E+12,1510,006112009X
9.78006E+12,95447,61120251
9.78006E+12,68403,61122092
9.78006E+12,1592632,61122416
9.78006E+12,126224,61124265
9.78006E+12,189,61125938
9.78006E+12,226,61127760
9.78006E+12,2720,61127914
9.78006E+12,35605,61129739
9.78006E+12,395,006113127X
9.78006E+12,4314,61131520
9.78006E+12,9482,61131628
9.78006E+12,132,61136905
9.78006E+12,1060,61137030
9.78006E+12,117,61137367
9.78006E+12,176,61137456
9.78006E+12,377685,61139378
9.78006E+12,173,61139637
9.78006E+12,272,61140503
9.78006E+12,672,61140538
9.78006E+12,264799,61142026
9.78006E+12,2141,61144894
9.78006E+12,3542,61145394
9.78006E+12,237587,61150142
9.78006E+12,28962,61159174
9.78006E+12,45,61161578
9.78006E+12,49265,61177598
9.78006E+12,167,61196673
9.78006E+12,5801,61196681
9.78006E+12,5359,61198757
9.78006E+12,250,61205699
9.78006E+12,873,61208493
9.78006E+12,470,61238236
9.78006E+12,1970,61312118
9.78006E+12,0,61750581
9.78006E+12,0,61796069
9.78006E+12,0,61796778
9.78006E+12,0,006183307X
9.78006E+12,0,61843180
9.78006E+12,0,61954594
9.78006E+12,0,61968463
9.78006E+12,0,61977667
9.78006E+12,0,61999423
9.78006E+12,0,62032720
9.78006E+12,2432,62507540
9.78006E+12,8383,62508113
9.78006E+12,4795,62508865
9.78006E+12,148,62511114
9.78006E+12,878,006251279X
9.78006E+12,696,62513346
9.78006E+12,65,006251637X
9.78006E+12,4985,62545035
9.78006E+12,64,62700251
9.78006E+12,41,64300897
9.78006E+12,20496,64400964
9.78006E+12,7661,64400999
9.78006E+12,5224,64401103
9.78006E+12,179,64401588
9.78006E+12,2117,64401685
9.78006E+12,3231,64402452
9.78006E+12,423,006440336X
9.78006E+12,631,64403874
9.78006E+12,202,64404412
9.78006E+12,1806,64404897
9.78006E+12,4054,64405443
9.78006E+12,4689,64405451
9.78006E+12,4411,006440546X
9.78006E+12,4744,64405478
9.78006E+12,1481,64405710
9.78006E+12,10655,64405850
9.78006E+12,259,64405958
9.78006E+12,63,64406032
9.78006E+12,35319,006440630X
9.78006E+12,400,006440692X
9.78006E+12,1438,64407144
9.78006E+12,53833,64407314
9.78006E+12,2637,64408582
9.78006E+12,61304,64408671
9.78006E+12,122,64408744
9.78006E+12,4631,64409902
9.78006E+12,148957,006441034X
9.78006E+12,110,64410722
9.78006E+12,1229902,64410935
9.78006E+12,70,64420809
9.78006E+12,63,64420817
9.78006E+12,1487,64433730
9.78006E+12,2062,64434877
9.78006E+12,444,006443494X
9.78006E+12,302,64434982
9.78006E+12,1533,64435261
9.78006E+12,206,64440575
9.78006E+12,187,64440958
9.78006E+12,107,64441768
9.78006E+12,56,64462048
9.78006E+12,414,006446234X
9.78006E+12,10368,64471969
9.78006E+12,58422,64472779
9.78006E+12,3419,64473554
9.78007E+12,590,66236177
9.78007E+12,425445,66238501
9.78007E+12,434,66620104
9.78007E+12,1160,006757520X
9.78007E+12,300,70488207
9.78007E+12,0,71348271
9.78007E+12,36535,71401946
9.78007E+12,15488,007141858X
9.78007E+12,292,71428488
9.78007E+12,574,71433716
9.78007E+12,9,71451382
9.78007E+12,0,71608915
9.78007E+12,44,007222696X
9.78007E+12,112,72920963
9.78007E+12,182,007325035X
9.78008E+12,267,75536390
9.78009E+12,49,91520800
9.78009E+12,288074,91883768
9.78009E+12,1508,91894603
9.78009E+12,1,91895812
9.78009E+12,3481,91898242
9.7801E+12,700,99134012
9.7801E+12,1700,009917331X
9.7801E+12,23529,99267543
9.7801E+12,27476,99271494
9.7801E+12,1469,99273845
9.7801E+12,514,99273861
9.7801E+12,4856,99276496
9.7801E+12,49342,009928264X
9.7801E+12,7849,99282968
9.7801E+12,131,99283220
9.7801E+12,6675,99284480
9.7801E+12,551,009928555X
9.7801E+12,82,99285568
9.7801E+12,70,99285827
9.7801E+12,67365,99297701
9.7801E+12,3013,009930791X
9.7801E+12,824,99339218
9.7801E+12,12696,99409968
9.7801E+12,6765,99410354
9.7801E+12,7590,99410389
9.7801E+12,6551,99421860
9.7801E+12,34,99422344
9.7801E+12,1457,99422689
9.7801E+12,5683,99422697
9.7801E+12,48723,99427869
9.7801E+12,1212,99428164
9.7801E+12,106,99428636
9.7801E+12,158037,99428644
9.7801E+12,7348,99429160
9.7801E+12,4537,99429799
9.7801E+12,2152,99432447
9.7801E+12,143,99436744
9.7801E+12,2653,009943752X
9.7801E+12,9594,99437597
9.7801E+12,26145,99446723
9.7801E+12,628,99448467
9.7801E+12,73452,99448475
9.7801E+12,56172,99448572
9.7801E+12,1233,99448750
9.7801E+12,47494,99448769
9.7801E+12,390,99448920
9.7801E+12,1063,99449862
9.7801E+12,9697,99449897
9.7801E+12,1718,99453835
9.7801E+12,2733,99456451
9.7801E+12,3388,99458268
9.7801E+12,18646,99460173
9.7801E+12,10003,99461099
9.7801E+12,61,99461269
9.7801E+12,1241,99462257
9.7801E+12,30096,99468190
9.7801E+12,2022,99468646
9.7801E+12,36906,009947137X
9.7801E+12,48445,99471434
9.7801E+12,7028,99472635
9.7801E+12,239,99474123
9.7801E+12,5332,99474395
9.7801E+12,8899,99474425
9.7801E+12,5706,99474468
9.7801E+12,79,99474549
9.7801E+12,4332,99476339
9.7801E+12,4847,99476355
9.7801E+12,5307,99477319
9.7801E+12,1204,99478390
9.7801E+12,21116,99478420
9.7801E+12,36230,99478447
9.7801E+12,29552,99481243
9.7801E+12,162,99481561
9.7801E+12,44098,99481685
9.7801E+12,1018,99483475
9.7801E+12,63160,99489988
9.7801E+12,111,99490684
9.7801E+12,2089,99498588
9.7801E+12,50668,99498596
9.7801E+12,928,99498634
9.7801E+12,10461,99498669
9.7801E+12,65778,99556316
9.7801E+12,83826,99578514
9.7801E+12,122,99582015
9.7801E+12,12271,99595818
9.7801E+12,2887,99730510
9.7801E+12,7932,99742004
9.7801E+12,8379,99748614
9.7801E+12,729,99766817
9.7801E+12,44929,99771810
9.7801E+12,1474,99801906
9.7801E+12,210197,99910101
9.7801E+12,2319,99911701
9.7801E+12,1478,009992840X
9.78013E+12,40,130235016
9.78013E+12,3,130887013
9.78013E+12,23,131492020
9.78013E+12,55,131494848
9.78013E+12,12,131730363
9.78013E+12,2,131816594
9.78013E+12,153,013187165X
9.78013E+12,3,131922165
9.78013E+12,39,131935070
9.78013E+12,36,132197383
9.78013E+12,34,013237045X
9.78013E+12,38,132382458
9.78014E+12,1069,014000937X
9.78014E+12,5652,140018328
9.78014E+12,1472,140030344
9.78014E+12,6575,140041796
9.78014E+12,7833,140055770
9.78014E+12,3128,140065504
9.78014E+12,2403,140071784
9.78014E+12,2422,140093141
9.78014E+12,5832,140105832
9.78014E+12,747,140110879
9.78014E+12,14594,140115854
9.78014E+12,922,140118829
9.78014E+12,367,140119485
9.78014E+12,276,140125051
9.78014E+12,216,140128468
9.78014E+12,2047,140131671
9.78014E+12,177890,140135154
9.78014E+12,71,140137009
9.78014E+12,47,140137343
9.78014E+12,33,014013798X
9.78014E+12,5910,140139397
9.78014E+12,4537,140139400
9.78014E+12,1956,140139974
9.78014E+12,2,140140824
9.78014E+12,22710,140143459
9.78014E+12,516,140143955
9.78014E+12,998,140144188
9.78014E+12,13,140149244
9.78014E+12,624,140150307
9.78014E+12,9391,140150749
9.78014E+12,8085,140152741
9.78014E+12,5183,140153195
9.78014E+12,1824,140153225
9.78014E+12,354,140154078
9.78014E+12,11361,140156046
9.78014E+12,137,140157182
9.78014E+12,588,140157514
9.78014E+12,166,140158766
9.78014E+12,2870,140159940
9.78014E+12,3498,140159959
9.78014E+12,15908,140177396
9.78014E+12,11238,140178139
9.78014E+12,280,014017866X
9.78014E+12,1121,014017897X
9.78014E+12,3168,140183957
9.78014E+12,1243,014018533X
9.78014E+12,287,140186123
9.78014E+12,2027,140187073
9.78014E+12,264,140188266
9.78014E+12,576,140188924
9.78014E+12,2888,014018922X
9.78014E+12,6760,140189440
9.78014E+12,1297,140189645
9.78014E+12,1295,140189866
9.78014E+12,349,140191917
9.78014E+12,450,140191925
9.78014E+12,123,140192077
9.78014E+12,42,140193359
9.78014E+12,15,140193707
9.78014E+12,320,014019553X
9.78014E+12,250,140196099
9.78014E+12,38397,140230270
9.78014E+12,896,140231579
9.78014E+12,775,140234446
9.78014E+12,19320,140236236
9.78014E+12,246,140237518
9.78014E+12,2268,140237534
9.78014E+12,23410,014023828X
9.78014E+12,225,140244913
9.78014E+12,101,140247726
9.78014E+12,900,140247734
9.78014E+12,320,140247742
9.78014E+12,8597,140250913
9.78014E+12,3860,014025157X
9.78014E+12,2370,140252622
9.78014E+12,17,140253807
9.78014E+12,619,140255257
9.78014E+12,928,140259104
9.78014E+12,5567,140260021
9.78014E+12,1434,140260897
9.78014E+12,176,140264922
9.78014E+12,3767,140271570
9.78014E+12,598,140271791
9.78014E+12,21276,140274219
9.78014E+12,923,140275010
9.78014E+12,2842,140275657
9.78014E+12,3859,140276335
9.78014E+12,501,140276343
9.78014E+12,669,140276904
9.78014E+12,59,014027782X
9.78014E+12,954,140278761
9.78014E+12,11866,140280464
9.78014E+12,6511,140280499
9.78014E+12,338,140281703
9.78014E+12,1861140,140283331
9.78014E+12,17232,140283358
9.78014E+12,273,140283366
9.78014E+12,7430,140284125
9.78014E+12,101,140285970
9.78014E+12,209,140286012
9.78014E+12,110552,140286276
9.78014E+12,1505,140286373
9.78014E+12,18072,140286802
9.78014E+12,793,140288481
9.78014E+12,10,140289232
9.78014E+12,332,140295577
9.78014E+12,262,140295941
9.78014E+12,408,140296034
9.78014E+12,261,140296158
9.78014E+12,98,140296611
9.78014E+12,12,140297979
9.78014E+12,3259,140298517
9.78014E+12,1295,140299149
9.78014E+12,3180,140299939
9.78014E+12,591,140299947
9.78014E+12,1702,140299963
9.78014E+12,10,140307370
9.78014E+12,10082,140309594
9.78014E+12,201,140320431
9.78014E+12,171,140322620
9.78014E+12,226,140345825
9.78014E+12,10,140363335
9.78014E+12,221,140364757
9.78014E+12,76,140366601
9.78014E+12,18215,140367357
9.78014E+12,6124,140367438
9.78014E+12,817,140383190
9.78014E+12,25827,140389660
9.78014E+12,7584,140422153
9.78014E+12,161011,140424385
9.78014E+12,290,140430369
9.78014E+12,2253,014043089X
9.78014E+12,522,140431055
9.78014E+12,9522,140433392
9.78014E+12,120,140435190
9.78014E+12,114,140436073
9.78014E+12,12722,140436146
9.78014E+12,594,140436324
9.78014E+12,72038,140436588
9.78014E+12,2243,140437509
9.78014E+12,3471,140437851
9.78014E+12,5789,140437916
9.78014E+12,2405,140437975
9.78014E+12,29719,140439056
9.78014E+12,1024,140440224
9.78014E+12,341,140440461
9.78014E+12,120,140440933
9.78014E+12,11130,140441050
9.78014E+12,4075,140441123
9.78014E+12,296,140441220
9.78014E+12,3893,140441379
9.78014E+12,372,140441522
9.78014E+12,1264,140441735
9.78014E+12,565,140441794
9.78014E+12,894,140442057
9.78014E+12,2070,140442243
9.78014E+12,1473,140442324
9.78014E+12,1427,140442375
9.78014E+12,3895,140442413
9.78014E+12,4537,140442529
9.78014E+12,1360,014044257X
9.78014E+12,359,140442723
9.78014E+12,216,140442758
9.78014E+12,1043,014044307X
9.78014E+12,27759,140443339
9.78014E+12,11565,140443487
9.78014E+12,879,140443533
9.78014E+12,2709,014044369X
9.78014E+12,1053,140443878
9.78014E+12,200,140443940
9.78014E+12,67,140444084
9.78014E+12,3753,140444300
9.78014E+12,734,140444424
9.78014E+12,354,140444432
9.78014E+12,6906,140445145
9.78014E+12,5846,140445226
9.78014E+12,11605,140445501
9.78014E+12,6148,140445773
9.78014E+12,10321,140446044
9.78014E+12,169,140446168
9.78014E+12,11935,140446362
9.78014E+12,120,140446427
9.78014E+12,255,140447202
9.78014E+12,153,140447261
9.78014E+12,18286,140447601
9.78014E+12,7841,140447806
9.78014E+12,46550,014044789X
9.78014E+12,13081,140447970
9.78014E+12,3050,140448004
9.78014E+12,45903,140448071
9.78014E+12,3723,140448144
9.78014E+12,2022,140448152
9.78014E+12,9710,140448926
9.78014E+12,8508,140448942
9.78014E+12,32923,140449086
9.78014E+12,311,140449094
9.78014E+12,3484,140449124
9.78014E+12,127393,140449140
9.78014E+12,2835,140449175
9.78014E+12,12365,140449213
9.78014E+12,43587,014044923X
9.78014E+12,1497,140449248
9.78014E+12,1571,140449280
9.78014E+12,937,140449329
9.78014E+12,22199,140449493
9.78014E+12,1241,140449515
9.78014E+12,288,140449779
9.78014E+12,4226,140502017
9.78014E+12,3982,140502874
9.78014E+12,797,140503447
9.78014E+12,16265,140568190
9.78014E+12,2101,140620125
9.78014E+12,1852,140620222
9.78014E+12,312,140620478
9.78014E+12,1609,014062063X
9.78014E+12,178,140621628
9.78014E+12,345,140714537
9.78014E+12,1605,140714545
9.78014E+12,984,140714553
9.78014E+12,518,140771972
9.78014E+12,8,140817786
9.78014E+12,92266,014100018X
9.78014E+12,2852,141000198
9.78014E+12,559,141000589
9.78014E+12,68051,141001828
9.78014E+12,677,141001879
9.78014E+12,40,141002980
9.78014E+12,65,141005343
9.78014E+12,970,141007451
9.78014E+12,386,141007478
9.78014E+12,8822,141010312
9.78014E+12,4012,141010371
9.78014E+12,324,141011114
9.78014E+12,255,141013451
9.78014E+12,135,141013958
9.78014E+12,100212,141014083
9.78014E+12,188,014101508X
9.78014E+12,20,141016701
9.78014E+12,11410,141019999
9.78014E+12,168,141180366
9.78014E+12,668,141180633
9.78014E+12,5457,141180676
9.78014E+12,2443,141180943
9.78014E+12,1977,141181281
9.78014E+12,2128,141182490
9.78014E+12,1057,014118258X
9.78014E+12,1447,141182806
9.78014E+12,1409,141182865
9.78014E+12,156,141183020
9.78014E+12,8484,141183225
9.78014E+12,367,141183357
9.78014E+12,73875,141183535
9.78014E+12,1278,141183594
9.78014E+12,290,141183713
9.78014E+12,11220,141183721
9.78014E+12,4643,141183780
9.78014E+12,39204,141184272
9.78014E+12,84,141184280
9.78014E+12,5209,141184299
9.78014E+12,901,141184841
9.78014E+12,1295,141184884
9.78014E+12,416,141184892
9.78014E+12,1332,014118499X
9.78014E+12,419,141185112
9.78014E+12,909,141185139
9.78014E+12,203,141185163
9.78014E+12,2712,141185325
9.78014E+12,233,141185368
9.78014E+12,1459,014118549X
9.78014E+12,140,141185759
9.78014E+12,33558,141185910
9.78014E+12,92,141185937
9.78014E+12,3226,141186070
9.78014E+12,12428,014118616X
9.78014E+12,1353,141186178
9.78014E+12,265,141186186
9.78014E+12,35090,141186356
9.78014E+12,4502,141186690
9.78014E+12,734,141187069
9.78014E+12,82,141187190
9.78014E+12,795,141187425
9.78014E+12,2364,141187883
9.78014E+12,45,141303352
9.78014E+12,476,141304316
9.78014E+12,802,141306394
9.78014E+12,7,141307412
9.78014E+12,33,141309407
9.78014E+12,5245,141310340
9.78014E+12,4049,141310685
9.78014E+12,2674,141310693
9.78014E+12,1211,141311355
9.78014E+12,42784,141311401
9.78014E+12,2559,141314575
9.78014E+12,1388,141439335
9.78014E+12,827747,141439475
9.78014E+12,1997,141439505
9.78014E+12,11552,141439513
9.78014E+12,519245,141439580
9.78014E+12,693045,141439602
9.78014E+12,104614,141439610
9.78014E+12,40763,141439629
9.78014E+12,60027,141439637
9.78014E+12,234760,141439807
9.78014E+12,1415,141439823
9.78014E+12,100384,141439831
9.78014E+12,6652,141439904
9.78014E+12,38158,141439963
9.78014E+12,820,141441119
9.78014E+12,53972,014144116X
9.78014E+12,999,142000086
9.78014E+12,36759,142000205
9.78014E+12,1083,142000213
9.78014E+12,95950,142000280
